label,▲hydrophobicity_PRAM900101.G1,▲hydrophobicity_PRAM900101.G2,▲hydrophobicity_PRAM900101.G3,▲hydrophobicity_ARGP820101.G1,▲hydrophobicity_ARGP820101.G2,▲hydrophobicity_ARGP820101.G3,▲hydrophobicity_ZIMJ680101.G1,▲hydrophobicity_ZIMJ680101.G2,▲hydrophobicity_ZIMJ680101.G3,▲hydrophobicity_PONP930101.G1,▲hydrophobicity_PONP930101.G2,▲hydrophobicity_PONP930101.G3,▲hydrophobicity_CASG920101.G1,▲hydrophobicity_CASG920101.G2,▲hydrophobicity_CASG920101.G3,▲hydrophobicity_ENGD860101.G1,▲hydrophobicity_ENGD860101.G2,▲hydrophobicity_ENGD860101.G3,▲hydrophobicity_FASG890101.G1,▲hydrophobicity_FASG890101.G2,▲hydrophobicity_FASG890101.G3,▲normwaalsvolume.G1,▲normwaalsvolume.G2,▲normwaalsvolume.G3,▲polarity.G1,▲polarity.G2,▲polarity.G3,▲polarizability.G1,▲polarizability.G2,▲polarizability.G3,▲charge.G1,▲charge.G2,▲charge.G3,▲secondarystruct.G1,▲secondarystruct.G2,▲secondarystruct.G3,▲solventaccess.G1,▲solventaccess.G2,▲solventaccess.G3
2,0.224719101,0.505617978,0.269662921,0.426966292,0.337078652,0.235955056,0.595505618,0.168539326,0.235955056,0.449438202,0.280898876,0.269662921,0.584269663,0.303370787,0.112359551,0.348314607,0.382022472,0.269662921,0.235955056,0.348314607,0.415730337,0.595505618,0.269662921,0.134831461,0.269662921,0.471910112,0.258426966,0.438202247,0.426966292,0.134831461,0.06741573,0.865168539,0.06741573,0.415730337,0.303370787,0.280898876,0.438202247,0.224719101,0.337078652
2,0.270114943,0.471264368,0.25862069,0.362068966,0.408045977,0.229885057,0.609195402,0.16091954,0.229885057,0.379310345,0.350574713,0.270114943,0.568965517,0.33908046,0.091954023,0.396551724,0.344827586,0.25862069,0.316091954,0.252873563,0.431034483,0.534482759,0.287356322,0.17816092,0.270114943,0.436781609,0.293103448,0.385057471,0.436781609,0.17816092,0.114942529,0.775862069,0.109195402,0.482758621,0.224137931,0.293103448,0.459770115,0.270114943,0.270114943
2,0.211864407,0.43220339,0.355932203,0.372881356,0.381355932,0.245762712,0.63559322,0.161016949,0.203389831,0.288135593,0.347457627,0.36440678,0.5,0.36440678,0.13559322,0.262711864,0.423728814,0.313559322,0.296610169,0.203389831,0.5,0.5,0.305084746,0.194915254,0.36440678,0.423728814,0.211864407,0.423728814,0.381355932,0.194915254,0.084745763,0.813559322,0.101694915,0.423728814,0.262711864,0.313559322,0.584745763,0.211864407,0.203389831
2,0.282868526,0.446215139,0.270916335,0.354581673,0.438247012,0.207171315,0.605577689,0.19123506,0.203187251,0.338645418,0.378486056,0.282868526,0.509960159,0.390438247,0.099601594,0.406374502,0.326693227,0.266932271,0.290836653,0.219123506,0.490039841,0.490039841,0.310756972,0.199203187,0.282868526,0.38247012,0.334661355,0.394422311,0.406374502,0.199203187,0.09561753,0.760956175,0.143426295,0.490039841,0.266932271,0.243027888,0.494023904,0.282868526,0.22310757
2,0.300653595,0.522875817,0.176470588,0.405228758,0.385620915,0.209150327,0.673202614,0.124183007,0.202614379,0.405228758,0.418300654,0.176470588,0.620915033,0.307189542,0.071895425,0.444444444,0.385620915,0.169934641,0.326797386,0.294117647,0.379084967,0.607843137,0.22875817,0.163398693,0.176470588,0.490196078,0.333333333,0.450980392,0.385620915,0.163398693,0.104575163,0.764705882,0.130718954,0.503267974,0.137254902,0.359477124,0.45751634,0.300653595,0.241830065
2,0.277511962,0.464114833,0.258373206,0.421052632,0.325358852,0.253588517,0.636363636,0.124401914,0.23923445,0.392344498,0.320574163,0.28708134,0.559808612,0.330143541,0.110047847,0.392344498,0.363636364,0.244019139,0.315789474,0.244019139,0.440191388,0.507177033,0.282296651,0.210526316,0.28708134,0.406698565,0.306220096,0.425837321,0.363636364,0.210526316,0.081339713,0.779904306,0.138755981,0.449760766,0.258373206,0.291866029,0.444976077,0.277511962,0.277511962
2,0.169811321,0.490566038,0.339622642,0.339622642,0.41509434,0.245283019,0.528301887,0.245283019,0.226415094,0.358490566,0.301886792,0.339622642,0.547169811,0.339622642,0.113207547,0.301886792,0.377358491,0.320754717,0.264150943,0.283018868,0.452830189,0.58490566,0.245283019,0.169811321,0.339622642,0.471698113,0.188679245,0.396226415,0.433962264,0.169811321,0.094339623,0.849056604,0.056603774,0.377358491,0.264150943,0.358490566,0.509433962,0.169811321,0.320754717
2,0.225225225,0.423423423,0.351351351,0.36036036,0.369369369,0.27027027,0.540540541,0.207207207,0.252252252,0.324324324,0.315315315,0.36036036,0.522522523,0.342342342,0.135135135,0.351351351,0.315315315,0.333333333,0.306306306,0.216216216,0.477477477,0.477477477,0.297297297,0.225225225,0.36036036,0.369369369,0.27027027,0.36036036,0.414414414,0.225225225,0.09009009,0.792792793,0.117117117,0.405405405,0.27027027,0.324324324,0.504504505,0.225225225,0.27027027
2,0.285714286,0.383928571,0.330357143,0.446428571,0.267857143,0.285714286,0.5625,0.178571429,0.258928571,0.410714286,0.223214286,0.366071429,0.589285714,0.285714286,0.125,0.419642857,0.276785714,0.303571429,0.357142857,0.232142857,0.410714286,0.428571429,0.357142857,0.214285714,0.366071429,0.321428571,0.3125,0.3125,0.473214286,0.214285714,0.071428571,0.741071429,0.1875,0.392857143,0.294642857,0.3125,0.428571429,0.285714286,0.285714286
2,0.327731092,0.378151261,0.294117647,0.369747899,0.378151261,0.25210084,0.56302521,0.18487395,0.25210084,0.394957983,0.285714286,0.319327731,0.521008403,0.369747899,0.109243697,0.43697479,0.268907563,0.294117647,0.352941176,0.168067227,0.478991597,0.420168067,0.378151261,0.201680672,0.319327731,0.319327731,0.361344538,0.361344538,0.43697479,0.201680672,0.100840336,0.739495798,0.159663866,0.478991597,0.277310924,0.243697479,0.462184874,0.327731092,0.210084034
2,0.306569343,0.445255474,0.248175182,0.379562044,0.357664234,0.262773723,0.583941606,0.167883212,0.248175182,0.423357664,0.313868613,0.262773723,0.562043796,0.343065693,0.094890511,0.467153285,0.299270073,0.233576642,0.321167883,0.240875912,0.437956204,0.540145985,0.255474453,0.204379562,0.262773723,0.379562044,0.357664234,0.408759124,0.386861314,0.204379562,0.087591241,0.722627737,0.189781022,0.452554745,0.211678832,0.335766423,0.430656934,0.306569343,0.262773723
2,0.318181818,0.401515152,0.28030303,0.340909091,0.363636364,0.295454545,0.590909091,0.136363636,0.272727273,0.393939394,0.314393939,0.291666667,0.553030303,0.340909091,0.106060606,0.454545455,0.287878788,0.257575758,0.329545455,0.223484848,0.446969697,0.46969697,0.329545455,0.200757576,0.291666667,0.367424242,0.340909091,0.352272727,0.446969697,0.200757576,0.109848485,0.742424242,0.147727273,0.477272727,0.21969697,0.303030303,0.458333333,0.318181818,0.223484848
2,0.322033898,0.381355932,0.296610169,0.372881356,0.36440678,0.262711864,0.559322034,0.177966102,0.262711864,0.398305085,0.288135593,0.313559322,0.516949153,0.372881356,0.110169492,0.423728814,0.279661017,0.296610169,0.347457627,0.169491525,0.483050847,0.423728814,0.355932203,0.220338983,0.313559322,0.313559322,0.372881356,0.381355932,0.398305085,0.220338983,0.110169492,0.720338983,0.169491525,0.491525424,0.245762712,0.262711864,0.449152542,0.322033898,0.228813559
2,0.228070175,0.50877193,0.263157895,0.342105263,0.425438596,0.23245614,0.596491228,0.175438596,0.228070175,0.328947368,0.394736842,0.276315789,0.51754386,0.403508772,0.078947368,0.359649123,0.381578947,0.25877193,0.276315789,0.24122807,0.48245614,0.543859649,0.25877193,0.197368421,0.276315789,0.456140351,0.26754386,0.447368421,0.355263158,0.197368421,0.096491228,0.802631579,0.100877193,0.460526316,0.228070175,0.311403509,0.513157895,0.228070175,0.25877193
2,0.220125786,0.509433962,0.270440252,0.383647799,0.301886792,0.314465409,0.540880503,0.150943396,0.308176101,0.427672956,0.289308176,0.283018868,0.553459119,0.327044025,0.119496855,0.408805031,0.327044025,0.264150943,0.245283019,0.308176101,0.446540881,0.547169811,0.283018868,0.169811321,0.283018868,0.440251572,0.27672956,0.389937107,0.440251572,0.169811321,0.050314465,0.830188679,0.119496855,0.41509434,0.264150943,0.320754717,0.446540881,0.220125786,0.333333333
2,0.299145299,0.41025641,0.290598291,0.367521368,0.376068376,0.256410256,0.598290598,0.170940171,0.230769231,0.367521368,0.299145299,0.333333333,0.538461538,0.324786325,0.136752137,0.427350427,0.307692308,0.264957265,0.324786325,0.213675214,0.461538462,0.461538462,0.256410256,0.282051282,0.333333333,0.341880342,0.324786325,0.358974359,0.358974359,0.282051282,0.111111111,0.743589744,0.145299145,0.427350427,0.307692308,0.264957265,0.427350427,0.299145299,0.273504274
2,0.31092437,0.394957983,0.294117647,0.361344538,0.319327731,0.319327731,0.537815126,0.151260504,0.31092437,0.403361345,0.260504202,0.336134454,0.571428571,0.327731092,0.100840336,0.478991597,0.235294118,0.285714286,0.336134454,0.235294118,0.428571429,0.445378151,0.31092437,0.243697479,0.336134454,0.319327731,0.344537815,0.319327731,0.43697479,0.243697479,0.117647059,0.714285714,0.168067227,0.445378151,0.285714286,0.268907563,0.394957983,0.31092437,0.294117647
2,0.232142857,0.473214286,0.294642857,0.383928571,0.303571429,0.3125,0.544642857,0.160714286,0.294642857,0.419642857,0.258928571,0.321428571,0.553571429,0.3125,0.133928571,0.401785714,0.321428571,0.276785714,0.267857143,0.285714286,0.446428571,0.535714286,0.267857143,0.196428571,0.321428571,0.401785714,0.276785714,0.392857143,0.410714286,0.196428571,0.071428571,0.794642857,0.133928571,0.392857143,0.294642857,0.3125,0.410714286,0.232142857,0.357142857
2,0.27826087,0.434782609,0.286956522,0.373913043,0.347826087,0.27826087,0.573913043,0.156521739,0.269565217,0.347826087,0.339130435,0.313043478,0.556521739,0.295652174,0.147826087,0.417391304,0.304347826,0.27826087,0.304347826,0.252173913,0.443478261,0.486956522,0.269565217,0.243478261,0.313043478,0.365217391,0.32173913,0.365217391,0.391304348,0.243478261,0.113043478,0.756521739,0.130434783,0.443478261,0.286956522,0.269565217,0.460869565,0.27826087,0.260869565
2,0.228070175,0.464912281,0.307017544,0.368421053,0.333333333,0.298245614,0.51754386,0.210526316,0.271929825,0.421052632,0.263157895,0.315789474,0.561403509,0.289473684,0.149122807,0.403508772,0.315789474,0.280701754,0.228070175,0.333333333,0.438596491,0.5,0.263157895,0.236842105,0.315789474,0.403508772,0.280701754,0.342105263,0.421052632,0.236842105,0.078947368,0.824561404,0.096491228,0.377192982,0.315789474,0.307017544,0.429824561,0.228070175,0.342105263
2,0.267281106,0.506912442,0.225806452,0.391705069,0.368663594,0.239631336,0.603686636,0.165898618,0.230414747,0.428571429,0.32718894,0.244239631,0.552995392,0.373271889,0.073732719,0.442396313,0.341013825,0.216589862,0.294930876,0.258064516,0.447004608,0.529953917,0.281105991,0.188940092,0.244239631,0.419354839,0.33640553,0.405529954,0.405529954,0.188940092,0.073732719,0.806451613,0.119815668,0.488479263,0.239631336,0.271889401,0.405529954,0.267281106,0.32718894
2,0.320261438,0.45751634,0.222222222,0.307189542,0.450980392,0.241830065,0.647058824,0.124183007,0.22875817,0.326797386,0.431372549,0.241830065,0.509803922,0.405228758,0.08496732,0.450980392,0.339869281,0.209150327,0.31372549,0.196078431,0.490196078,0.522875817,0.254901961,0.222222222,0.241830065,0.39869281,0.359477124,0.437908497,0.339869281,0.222222222,0.130718954,0.718954248,0.150326797,0.522875817,0.196078431,0.281045752,0.490196078,0.320261438,0.189542484
2,0.292349727,0.423497268,0.284153005,0.396174863,0.37431694,0.229508197,0.576502732,0.207650273,0.215846995,0.407103825,0.300546448,0.292349727,0.543715847,0.338797814,0.117486339,0.431693989,0.297814208,0.270491803,0.300546448,0.243169399,0.456284153,0.50273224,0.31420765,0.183060109,0.292349727,0.363387978,0.344262295,0.368852459,0.448087432,0.183060109,0.068306011,0.762295082,0.169398907,0.442622951,0.259562842,0.297814208,0.464480874,0.292349727,0.243169399
2,0.273127753,0.466960352,0.259911894,0.365638767,0.422907489,0.211453744,0.625550661,0.167400881,0.207048458,0.36123348,0.378854626,0.259911894,0.528634361,0.387665198,0.083700441,0.387665198,0.356828194,0.255506608,0.290748899,0.237885463,0.471365639,0.515418502,0.308370044,0.176211454,0.259911894,0.422907489,0.317180617,0.427312775,0.396475771,0.176211454,0.092511013,0.77092511,0.136563877,0.484581498,0.246696035,0.268722467,0.49339207,0.273127753,0.233480176
2,0.289017341,0.398843931,0.312138728,0.36416185,0.36416185,0.271676301,0.560693642,0.179190751,0.260115607,0.398843931,0.277456647,0.323699422,0.537572254,0.369942197,0.092485549,0.421965318,0.277456647,0.300578035,0.306358382,0.231213873,0.462427746,0.479768786,0.341040462,0.179190751,0.323699422,0.358381503,0.317919075,0.369942197,0.450867052,0.179190751,0.080924855,0.739884393,0.179190751,0.427745665,0.260115607,0.312138728,0.456647399,0.289017341,0.25433526
2,0.326241135,0.468085106,0.205673759,0.460992908,0.375886525,0.163120567,0.687943262,0.156028369,0.156028369,0.418439716,0.368794326,0.212765957,0.609929078,0.319148936,0.070921986,0.432624113,0.368794326,0.19858156,0.333333333,0.276595745,0.390070922,0.574468085,0.269503546,0.156028369,0.212765957,0.425531915,0.361702128,0.468085106,0.375886525,0.156028369,0.085106383,0.758865248,0.156028369,0.439716312,0.19858156,0.361702128,0.446808511,0.326241135,0.226950355
2,0.271428571,0.435714286,0.292857143,0.357142857,0.378571429,0.264285714,0.571428571,0.164285714,0.264285714,0.342857143,0.357142857,0.3,0.571428571,0.314285714,0.114285714,0.385714286,0.321428571,0.292857143,0.328571429,0.242857143,0.428571429,0.528571429,0.264285714,0.207142857,0.3,0.407142857,0.292857143,0.392857143,0.4,0.207142857,0.128571429,0.75,0.121428571,0.457142857,0.207142857,0.335714286,0.5,0.271428571,0.228571429
2,0.269736842,0.539473684,0.190789474,0.391447368,0.378289474,0.230263158,0.644736842,0.128289474,0.226973684,0.424342105,0.368421053,0.207236842,0.605263158,0.335526316,0.059210526,0.430921053,0.381578947,0.1875,0.302631579,0.302631579,0.394736842,0.578947368,0.233552632,0.1875,0.207236842,0.483552632,0.309210526,0.447368421,0.365131579,0.1875,0.108552632,0.773026316,0.118421053,0.457236842,0.230263158,0.3125,0.411184211,0.269736842,0.319078947
2,0.272727273,0.47107438,0.256198347,0.47107438,0.256198347,0.272727273,0.578512397,0.157024793,0.26446281,0.520661157,0.173553719,0.305785124,0.636363636,0.256198347,0.107438017,0.388429752,0.363636364,0.247933884,0.371900826,0.26446281,0.363636364,0.487603306,0.280991736,0.231404959,0.305785124,0.421487603,0.272727273,0.404958678,0.363636364,0.231404959,0.099173554,0.826446281,0.074380165,0.330578512,0.314049587,0.355371901,0.371900826,0.272727273,0.355371901
2,0.307017544,0.412280702,0.280701754,0.342105263,0.412280702,0.245614035,0.587719298,0.175438596,0.236842105,0.350877193,0.368421053,0.280701754,0.552631579,0.342105263,0.105263158,0.438596491,0.289473684,0.271929825,0.342105263,0.210526316,0.447368421,0.447368421,0.307017544,0.245614035,0.280701754,0.359649123,0.359649123,0.333333333,0.421052632,0.245614035,0.131578947,0.736842105,0.131578947,0.526315789,0.210526316,0.263157895,0.456140351,0.307017544,0.236842105
2,0.244925575,0.48849797,0.266576455,0.47902571,0.271989175,0.248985115,0.583220568,0.189445196,0.227334235,0.48173207,0.212449256,0.305818674,0.630581867,0.267929635,0.101488498,0.362652233,0.392422192,0.244925575,0.342354533,0.288227334,0.369418133,0.50067659,0.289580514,0.209742896,0.305818674,0.434370771,0.259810555,0.414073072,0.376184032,0.209742896,0.087956698,0.833558863,0.078484438,0.311231394,0.299052774,0.389715832,0.416779432,0.244925575,0.338294993
2,0.247631935,0.49120433,0.261163735,0.48443843,0.266576455,0.248985115,0.585926928,0.186738836,0.227334235,0.48849797,0.208389716,0.303112314,0.635994587,0.263870095,0.100135318,0.366711773,0.393775372,0.239512855,0.342354533,0.293640054,0.364005413,0.50202977,0.289580514,0.208389716,0.303112314,0.435723951,0.261163735,0.415426252,0.376184032,0.208389716,0.087956698,0.832205683,0.079837618,0.308525034,0.304465494,0.387009472,0.411366712,0.247631935,0.341001353
2,0.249657064,0.477366255,0.27297668,0.46776406,0.282578875,0.249657064,0.573388203,0.198902606,0.227709191,0.48696845,0.203017833,0.310013717,0.624142661,0.27297668,0.102880658,0.367626886,0.381344307,0.251028807,0.345679012,0.278463649,0.375857339,0.491083676,0.293552812,0.215363512,0.310013717,0.423868313,0.26611797,0.403292181,0.381344307,0.215363512,0.091906722,0.827160494,0.080932785,0.31824417,0.303155007,0.378600823,0.411522634,0.249657064,0.338820302
2,0.241164241,0.509355509,0.249480249,0.509355509,0.253638254,0.237006237,0.627858628,0.151767152,0.22037422,0.476091476,0.234927235,0.288981289,0.64033264,0.251559252,0.108108108,0.332640333,0.434511435,0.232848233,0.376299376,0.264033264,0.35966736,0.532224532,0.264033264,0.203742204,0.288981289,0.461538462,0.249480249,0.465696466,0.330561331,0.203742204,0.087318087,0.835758836,0.076923077,0.326403326,0.284823285,0.388773389,0.424116424,0.241164241,0.334719335
2,0.249657064,0.477366255,0.27297668,0.46776406,0.282578875,0.249657064,0.573388203,0.198902606,0.227709191,0.48696845,0.203017833,0.310013717,0.624142661,0.27297668,0.102880658,0.367626886,0.381344307,0.251028807,0.345679012,0.278463649,0.375857339,0.491083676,0.293552812,0.215363512,0.310013717,0.423868313,0.26611797,0.403292181,0.381344307,0.215363512,0.091906722,0.827160494,0.080932785,0.31824417,0.303155007,0.378600823,0.411522634,0.249657064,0.338820302
2,0.241245136,0.482490272,0.276264591,0.478599222,0.241245136,0.280155642,0.630350195,0.112840467,0.256809339,0.392996109,0.280155642,0.326848249,0.607003891,0.256809339,0.13618677,0.338521401,0.408560311,0.252918288,0.3307393,0.276264591,0.392996109,0.501945525,0.287937743,0.210116732,0.326848249,0.428015564,0.245136187,0.435797665,0.354085603,0.210116732,0.085603113,0.828793774,0.085603113,0.315175097,0.299610895,0.385214008,0.474708171,0.241245136,0.284046693
2,0.393277311,0.304201681,0.302521008,0.416806723,0.315966387,0.267226891,0.515966387,0.223529412,0.260504202,0.514285714,0.151260504,0.334453782,0.588235294,0.305882353,0.105882353,0.478991597,0.225210084,0.295798319,0.423529412,0.164705882,0.411764706,0.322689076,0.423529412,0.253781513,0.334453782,0.253781513,0.411764706,0.268907563,0.477310924,0.253781513,0.136134454,0.717647059,0.146218487,0.524369748,0.248739496,0.226890756,0.374789916,0.393277311,0.231932773
2,0.309002433,0.452554745,0.238442822,0.464720195,0.296836983,0.238442822,0.579075426,0.189781022,0.231143552,0.515815085,0.228710462,0.255474453,0.625304136,0.289537713,0.085158151,0.447688564,0.321167883,0.231143552,0.372262774,0.253041363,0.374695864,0.462287105,0.345498783,0.192214112,0.255474453,0.391727494,0.352798054,0.369829684,0.437956204,0.192214112,0.082725061,0.793187348,0.124087591,0.435523114,0.211678832,0.352798054,0.362530414,0.309002433,0.328467153
2,0.239669421,0.462809917,0.297520661,0.438016529,0.280991736,0.280991736,0.578512397,0.165289256,0.256198347,0.429752066,0.20661157,0.363636364,0.570247934,0.305785124,0.123966942,0.338842975,0.388429752,0.272727273,0.330578512,0.239669421,0.429752066,0.462809917,0.26446281,0.272727273,0.363636364,0.396694215,0.239669421,0.41322314,0.314049587,0.272727273,0.099173554,0.818181818,0.082644628,0.32231405,0.347107438,0.330578512,0.429752066,0.239669421,0.330578512
2,0.260162602,0.479674797,0.260162602,0.479674797,0.219512195,0.300813008,0.577235772,0.162601626,0.260162602,0.512195122,0.154471545,0.333333333,0.617886179,0.25203252,0.130081301,0.390243902,0.390243902,0.219512195,0.333333333,0.284552846,0.382113821,0.447154472,0.284552846,0.268292683,0.333333333,0.398373984,0.268292683,0.382113821,0.349593496,0.268292683,0.089430894,0.821138211,0.089430894,0.325203252,0.365853659,0.308943089,0.37398374,0.260162602,0.365853659
2,0.252336449,0.495327103,0.252336449,0.485981308,0.196261682,0.317757009,0.579439252,0.121495327,0.299065421,0.504672897,0.177570093,0.317757009,0.626168224,0.214953271,0.158878505,0.38317757,0.38317757,0.23364486,0.355140187,0.271028037,0.373831776,0.46728972,0.299065421,0.23364486,0.317757009,0.420560748,0.261682243,0.392523364,0.373831776,0.23364486,0.08411215,0.831775701,0.08411215,0.308411215,0.336448598,0.355140187,0.38317757,0.252336449,0.364485981
2,0.243902439,0.520325203,0.235772358,0.495934959,0.243902439,0.260162602,0.617886179,0.154471545,0.227642276,0.463414634,0.219512195,0.317073171,0.601626016,0.276422764,0.12195122,0.357723577,0.43902439,0.203252033,0.349593496,0.25203252,0.398373984,0.487804878,0.260162602,0.25203252,0.317073171,0.430894309,0.25203252,0.43902439,0.308943089,0.25203252,0.081300813,0.837398374,0.081300813,0.341463415,0.325203252,0.333333333,0.414634146,0.243902439,0.341463415
2,0.277310924,0.428571429,0.294117647,0.453781513,0.25210084,0.294117647,0.588235294,0.151260504,0.260504202,0.43697479,0.218487395,0.344537815,0.571428571,0.285714286,0.142857143,0.386554622,0.352941176,0.260504202,0.361344538,0.210084034,0.428571429,0.43697479,0.319327731,0.243697479,0.344537815,0.352941176,0.302521008,0.386554622,0.369747899,0.243697479,0.084033613,0.789915966,0.12605042,0.361344538,0.31092437,0.327731092,0.43697479,0.277310924,0.285714286
2,0.237704918,0.5,0.262295082,0.442622951,0.295081967,0.262295082,0.573770492,0.18852459,0.237704918,0.442622951,0.213114754,0.344262295,0.557377049,0.336065574,0.106557377,0.368852459,0.393442623,0.237704918,0.327868852,0.229508197,0.442622951,0.459016393,0.286885246,0.254098361,0.344262295,0.401639344,0.254098361,0.401639344,0.344262295,0.254098361,0.081967213,0.852459016,0.06557377,0.360655738,0.344262295,0.295081967,0.418032787,0.237704918,0.344262295
2,0.333745365,0.354758962,0.311495674,0.435105068,0.289245983,0.275648949,0.563658838,0.17552534,0.260815822,0.453646477,0.208899876,0.337453646,0.603213844,0.273176761,0.123609394,0.412855377,0.290482077,0.296662546,0.362175525,0.241038319,0.396786156,0.354758962,0.394313968,0.25092707,0.337453646,0.315203956,0.347342398,0.31025958,0.43881335,0.25092707,0.12855377,0.763906057,0.107540173,0.428924598,0.275648949,0.295426452,0.404202719,0.333745365,0.262051916
2,0.337628866,0.365979381,0.296391753,0.425257732,0.301546392,0.273195876,0.559278351,0.179123711,0.261597938,0.456185567,0.213917526,0.329896907,0.594072165,0.277061856,0.128865979,0.429123711,0.286082474,0.284793814,0.341494845,0.25257732,0.405927835,0.375,0.350515464,0.274484536,0.329896907,0.31314433,0.356958763,0.323453608,0.402061856,0.274484536,0.130154639,0.765463918,0.104381443,0.423969072,0.283505155,0.292525773,0.386597938,0.337628866,0.275773196
2,0.368563686,0.321138211,0.310298103,0.41598916,0.296747967,0.287262873,0.537940379,0.192411924,0.269647696,0.472899729,0.184281843,0.342818428,0.575880759,0.266937669,0.157181572,0.460704607,0.246612466,0.292682927,0.380758808,0.195121951,0.424119241,0.325203252,0.383468835,0.291327913,0.342818428,0.262872629,0.394308943,0.275067751,0.433604336,0.291327913,0.12601626,0.723577236,0.150406504,0.45799458,0.276422764,0.265582656,0.386178862,0.368563686,0.245257453
2,0.316831683,0.425742574,0.257425743,0.386138614,0.396039604,0.217821782,0.623762376,0.173267327,0.202970297,0.425742574,0.301980198,0.272277228,0.559405941,0.316831683,0.123762376,0.430693069,0.326732673,0.242574257,0.321782178,0.237623762,0.440594059,0.49009901,0.306930693,0.202970297,0.272277228,0.386138614,0.341584158,0.366336634,0.430693069,0.202970297,0.099009901,0.752475248,0.148514851,0.495049505,0.287128713,0.217821782,0.430693069,0.316831683,0.252475248
2,0.285035629,0.486935867,0.228028504,0.399049881,0.370546318,0.2304038,0.624703088,0.175771971,0.199524941,0.432304038,0.32304038,0.244655582,0.572446556,0.334916865,0.09263658,0.439429929,0.363420428,0.197149644,0.313539192,0.258907363,0.427553444,0.522565321,0.251781473,0.225653207,0.244655582,0.418052257,0.337292162,0.413301663,0.361045131,0.225653207,0.087885986,0.767220903,0.144893112,0.448931116,0.256532067,0.294536817,0.420427553,0.285035629,0.294536817
2,0.334365325,0.411764706,0.253869969,0.359133127,0.414860681,0.226006192,0.647058824,0.145510836,0.207430341,0.380804954,0.352941176,0.26625387,0.526315789,0.380804954,0.092879257,0.433436533,0.33126935,0.235294118,0.343653251,0.182662539,0.473684211,0.476780186,0.33126935,0.191950464,0.26625387,0.374613003,0.359133127,0.393188854,0.414860681,0.191950464,0.105263158,0.73993808,0.154798762,0.541795666,0.210526316,0.247678019,0.476780186,0.334365325,0.188854489
2,0.185185185,0.574074074,0.240740741,0.490740741,0.212962963,0.296296296,0.592592593,0.12037037,0.287037037,0.481481481,0.212962963,0.305555556,0.611111111,0.259259259,0.12962963,0.324074074,0.444444444,0.231481481,0.333333333,0.277777778,0.388888889,0.518518519,0.277777778,0.203703704,0.305555556,0.490740741,0.203703704,0.444444444,0.351851852,0.203703704,0.064814815,0.888888889,0.046296296,0.324074074,0.324074074,0.351851852,0.388888889,0.185185185,0.425925926
2,0.297297297,0.477477477,0.225225225,0.504504505,0.216216216,0.279279279,0.612612613,0.117117117,0.27027027,0.513513514,0.198198198,0.288288288,0.621621622,0.279279279,0.099099099,0.423423423,0.36036036,0.216216216,0.36036036,0.261261261,0.378378378,0.468468468,0.351351351,0.18018018,0.288288288,0.405405405,0.306306306,0.396396396,0.423423423,0.18018018,0.063063063,0.837837838,0.099099099,0.378378378,0.261261261,0.36036036,0.387387387,0.297297297,0.315315315
2,0.290322581,0.483870968,0.225806452,0.483870968,0.241935484,0.274193548,0.60483871,0.14516129,0.25,0.5,0.193548387,0.306451613,0.60483871,0.290322581,0.10483871,0.427419355,0.370967742,0.201612903,0.330645161,0.274193548,0.39516129,0.459677419,0.298387097,0.241935484,0.306451613,0.387096774,0.306451613,0.403225806,0.35483871,0.241935484,0.080645161,0.822580645,0.096774194,0.346774194,0.338709677,0.314516129,0.370967742,0.290322581,0.338709677
2,0.278481013,0.397468354,0.324050633,0.443037975,0.301265823,0.255696203,0.572151899,0.202531646,0.225316456,0.437974684,0.210126582,0.351898734,0.582278481,0.243037975,0.174683544,0.367088608,0.339240506,0.293670886,0.321518987,0.260759494,0.417721519,0.44556962,0.318987342,0.235443038,0.351898734,0.35443038,0.293670886,0.359493671,0.405063291,0.235443038,0.093670886,0.802531646,0.103797468,0.306329114,0.341772152,0.351898734,0.448101266,0.278481013,0.273417722
2,0.2625,0.4375,0.3,0.4,0.3,0.3,0.5625,0.15,0.2875,0.425,0.25,0.325,0.5625,0.275,0.1625,0.375,0.3375,0.2875,0.275,0.2875,0.4375,0.45,0.3375,0.2125,0.325,0.4,0.275,0.35,0.4375,0.2125,0.0875,0.85,0.0625,0.3625,0.2875,0.35,0.4625,0.2625,0.275
2,0.310954064,0.38869258,0.300353357,0.425795053,0.291519435,0.282685512,0.533568905,0.201413428,0.265017668,0.462897527,0.189045936,0.348056537,0.567137809,0.28975265,0.143109541,0.422261484,0.295053004,0.282685512,0.318021201,0.249116608,0.432862191,0.385159011,0.372791519,0.24204947,0.348056537,0.314487633,0.33745583,0.32155477,0.43639576,0.24204947,0.104240283,0.78975265,0.106007067,0.371024735,0.319787986,0.309187279,0.418727915,0.310954064,0.270318021
2,0.280821918,0.414383562,0.304794521,0.421232877,0.311643836,0.267123288,0.54109589,0.202054795,0.256849315,0.445205479,0.22260274,0.332191781,0.566780822,0.309931507,0.123287671,0.378424658,0.327054795,0.294520548,0.296232877,0.270547945,0.433219178,0.440068493,0.351027397,0.20890411,0.332191781,0.363013699,0.304794521,0.366438356,0.424657534,0.20890411,0.099315068,0.803082192,0.09760274,0.395547945,0.29109589,0.313356164,0.448630137,0.280821918,0.270547945
