label,▲hydrophobicity_PRAM900101.G1,▲hydrophobicity_PRAM900101.G2,▲hydrophobicity_PRAM900101.G3,▲hydrophobicity_ARGP820101.G1,▲hydrophobicity_ARGP820101.G2,▲hydrophobicity_ARGP820101.G3,▲hydrophobicity_ZIMJ680101.G1,▲hydrophobicity_ZIMJ680101.G2,▲hydrophobicity_ZIMJ680101.G3,▲hydrophobicity_PONP930101.G1,▲hydrophobicity_PONP930101.G2,▲hydrophobicity_PONP930101.G3,▲hydrophobicity_CASG920101.G1,▲hydrophobicity_CASG920101.G2,▲hydrophobicity_CASG920101.G3,▲hydrophobicity_ENGD860101.G1,▲hydrophobicity_ENGD860101.G2,▲hydrophobicity_ENGD860101.G3,▲hydrophobicity_FASG890101.G1,▲hydrophobicity_FASG890101.G2,▲hydrophobicity_FASG890101.G3,▲normwaalsvolume.G1,▲normwaalsvolume.G2,▲normwaalsvolume.G3,▲polarity.G1,▲polarity.G2,▲polarity.G3,▲polarizability.G1,▲polarizability.G2,▲polarizability.G3,▲charge.G1,▲charge.G2,▲charge.G3,▲secondarystruct.G1,▲secondarystruct.G2,▲secondarystruct.G3,▲solventaccess.G1,▲solventaccess.G2,▲solventaccess.G3
1,0.227272727,0.509090909,0.263636364,0.436363636,0.245454545,0.318181818,0.536363636,0.154545455,0.309090909,0.472727273,0.209090909,0.318181818,0.609090909,0.290909091,0.1,0.4,0.345454545,0.254545455,0.336363636,0.272727273,0.390909091,0.509090909,0.272727273,0.218181818,0.318181818,0.427272727,0.254545455,0.390909091,0.390909091,0.218181818,0.081818182,0.827272727,0.090909091,0.354545455,0.281818182,0.363636364,0.381818182,0.227272727,0.390909091
1,0.211009174,0.532110092,0.256880734,0.513761468,0.211009174,0.275229358,0.605504587,0.137614679,0.256880734,0.47706422,0.220183486,0.302752294,0.633027523,0.293577982,0.073394495,0.339449541,0.422018349,0.23853211,0.275229358,0.357798165,0.366972477,0.52293578,0.311926606,0.165137615,0.302752294,0.467889908,0.229357798,0.440366972,0.394495413,0.165137615,0.055045872,0.880733945,0.064220183,0.321100917,0.330275229,0.348623853,0.431192661,0.211009174,0.357798165
1,0.23015873,0.484126984,0.285714286,0.468253968,0.246031746,0.285714286,0.611111111,0.134920635,0.253968254,0.452380952,0.222222222,0.325396825,0.595238095,0.253968254,0.150793651,0.333333333,0.412698413,0.253968254,0.30952381,0.285714286,0.404761905,0.492063492,0.30952381,0.198412698,0.325396825,0.436507937,0.238095238,0.420634921,0.380952381,0.198412698,0.071428571,0.841269841,0.087301587,0.301587302,0.357142857,0.341269841,0.452380952,0.23015873,0.317460317
1,0.230769231,0.515384615,0.253846154,0.453846154,0.307692308,0.238461538,0.646153846,0.153846154,0.2,0.392307692,0.284615385,0.323076923,0.569230769,0.315384615,0.115384615,0.346153846,0.438461538,0.215384615,0.292307692,0.276923077,0.430769231,0.492307692,0.261538462,0.246153846,0.323076923,0.430769231,0.246153846,0.430769231,0.323076923,0.246153846,0.084615385,0.846153846,0.069230769,0.353846154,0.361538462,0.284615385,0.446153846,0.230769231,0.323076923
1,0.246031746,0.492063492,0.261904762,0.46031746,0.293650794,0.246031746,0.619047619,0.166666667,0.214285714,0.468253968,0.222222222,0.30952381,0.603174603,0.261904762,0.134920635,0.349206349,0.420634921,0.23015873,0.388888889,0.214285714,0.396825397,0.507936508,0.261904762,0.23015873,0.30952381,0.436507937,0.253968254,0.428571429,0.341269841,0.23015873,0.095238095,0.825396825,0.079365079,0.349206349,0.333333333,0.317460317,0.420634921,0.246031746,0.333333333
1,0.25,0.467741935,0.282258065,0.516129032,0.193548387,0.290322581,0.64516129,0.112903226,0.241935484,0.491935484,0.185483871,0.322580645,0.637096774,0.241935484,0.120967742,0.330645161,0.435483871,0.233870968,0.35483871,0.282258065,0.362903226,0.475806452,0.346774194,0.177419355,0.322580645,0.427419355,0.25,0.419354839,0.403225806,0.177419355,0.080645161,0.862903226,0.056451613,0.314516129,0.306451613,0.379032258,0.427419355,0.25,0.322580645
1,0.233870968,0.516129032,0.25,0.475806452,0.274193548,0.25,0.612903226,0.169354839,0.217741935,0.475806452,0.209677419,0.314516129,0.620967742,0.266129032,0.112903226,0.362903226,0.419354839,0.217741935,0.338709677,0.282258065,0.379032258,0.5,0.233870968,0.266129032,0.314516129,0.443548387,0.241935484,0.427419355,0.306451613,0.266129032,0.088709677,0.838709677,0.072580645,0.298387097,0.35483871,0.346774194,0.370967742,0.233870968,0.39516129
1,0.2265625,0.4921875,0.28125,0.453125,0.28125,0.265625,0.5859375,0.1796875,0.234375,0.421875,0.21875,0.359375,0.578125,0.3203125,0.1015625,0.3515625,0.3984375,0.25,0.3125,0.265625,0.421875,0.453125,0.28125,0.265625,0.359375,0.40625,0.234375,0.3984375,0.3359375,0.265625,0.0859375,0.8359375,0.078125,0.328125,0.375,0.296875,0.421875,0.2265625,0.3515625
1,0.275862069,0.39148073,0.332657201,0.430020284,0.318458418,0.251521298,0.547667343,0.221095335,0.231237323,0.419878296,0.229208925,0.350912779,0.557809331,0.296146045,0.146044625,0.346855984,0.340770791,0.312373225,0.288032454,0.269776876,0.442190669,0.405679513,0.371196755,0.223123732,0.350912779,0.348884381,0.30020284,0.350912779,0.425963489,0.223123732,0.099391481,0.803245436,0.097363083,0.409736308,0.330628803,0.259634888,0.478701826,0.275862069,0.245436105
1,0.237288136,0.466101695,0.296610169,0.483050847,0.220338983,0.296610169,0.610169492,0.127118644,0.262711864,0.466101695,0.177966102,0.355932203,0.593220339,0.262711864,0.144067797,0.338983051,0.398305085,0.262711864,0.330508475,0.262711864,0.406779661,0.457627119,0.313559322,0.228813559,0.355932203,0.398305085,0.245762712,0.406779661,0.36440678,0.228813559,0.076271186,0.847457627,0.076271186,0.288135593,0.381355932,0.330508475,0.406779661,0.237288136,0.355932203
1,0.299363057,0.426751592,0.27388535,0.452229299,0.292993631,0.25477707,0.566878981,0.184713376,0.248407643,0.477707006,0.210191083,0.312101911,0.585987261,0.305732484,0.108280255,0.401273885,0.331210191,0.267515924,0.363057325,0.222929936,0.414012739,0.426751592,0.350318471,0.222929936,0.312101911,0.363057325,0.324840764,0.369426752,0.407643312,0.222929936,0.095541401,0.821656051,0.082802548,0.414012739,0.27388535,0.312101911,0.414012739,0.299363057,0.286624204
1,0.270557029,0.453580902,0.275862069,0.411140584,0.305039788,0.283819629,0.49071618,0.23872679,0.270557029,0.559681698,0.137931034,0.302387268,0.644562334,0.24933687,0.106100796,0.445623342,0.291777188,0.262599469,0.342175066,0.302387268,0.355437666,0.4933687,0.297082228,0.209549072,0.302387268,0.405835544,0.291777188,0.318302387,0.472148541,0.209549072,0.106100796,0.798408488,0.095490716,0.328912467,0.307692308,0.363395225,0.347480106,0.270557029,0.381962865
1,0.272727273,0.448484848,0.278787879,0.421212121,0.309090909,0.26969697,0.493939394,0.251515152,0.254545455,0.545454545,0.139393939,0.315151515,0.618181818,0.293939394,0.087878788,0.43030303,0.306060606,0.263636364,0.345454545,0.272727273,0.381818182,0.451515152,0.33030303,0.218181818,0.315151515,0.384848485,0.3,0.33030303,0.451515152,0.218181818,0.103030303,0.806060606,0.090909091,0.339393939,0.309090909,0.351515152,0.366666667,0.272727273,0.360606061
1,0.319327731,0.361344538,0.319327731,0.386554622,0.31092437,0.302521008,0.504201681,0.210084034,0.285714286,0.462184874,0.168067227,0.369747899,0.546218487,0.336134454,0.117647059,0.445378151,0.25210084,0.302521008,0.386554622,0.159663866,0.453781513,0.352941176,0.369747899,0.277310924,0.369747899,0.277310924,0.352941176,0.294117647,0.428571429,0.277310924,0.117647059,0.74789916,0.134453782,0.428571429,0.285714286,0.285714286,0.386554622,0.319327731,0.294117647
1,0.249315068,0.432876712,0.317808219,0.391780822,0.273972603,0.334246575,0.561643836,0.139726027,0.298630137,0.402739726,0.260273973,0.336986301,0.553424658,0.334246575,0.112328767,0.367123288,0.350684932,0.282191781,0.301369863,0.252054795,0.446575342,0.443835616,0.342465753,0.21369863,0.336986301,0.391780822,0.271232877,0.350684932,0.435616438,0.21369863,0.084931507,0.819178082,0.095890411,0.449315068,0.22739726,0.323287671,0.498630137,0.249315068,0.252054795
1,0.297188755,0.365461847,0.337349398,0.393574297,0.277108434,0.329317269,0.514056225,0.18875502,0.297188755,0.449799197,0.184738956,0.365461847,0.554216867,0.297188755,0.148594378,0.421686747,0.273092369,0.305220884,0.345381526,0.208835341,0.445783133,0.369477912,0.373493976,0.257028112,0.365461847,0.301204819,0.333333333,0.289156627,0.453815261,0.257028112,0.100401606,0.807228916,0.092369478,0.417670683,0.285140562,0.297188755,0.425702811,0.297188755,0.277108434
1,0.284644195,0.397003745,0.31835206,0.404494382,0.292134831,0.303370787,0.531835206,0.194756554,0.27340824,0.464419476,0.179775281,0.355805243,0.554307116,0.314606742,0.131086142,0.415730337,0.29588015,0.288389513,0.352059925,0.202247191,0.445692884,0.382022472,0.337078652,0.280898876,0.355805243,0.314606742,0.329588015,0.314606742,0.404494382,0.280898876,0.101123596,0.823970037,0.074906367,0.411985019,0.303370787,0.284644195,0.378277154,0.284644195,0.337078652
1,0.273037543,0.402730375,0.324232082,0.395904437,0.303754266,0.300341297,0.508532423,0.211604096,0.279863481,0.457337884,0.187713311,0.354948805,0.539249147,0.341296928,0.119453925,0.409556314,0.28668942,0.303754266,0.310580205,0.228668942,0.460750853,0.375426621,0.392491468,0.232081911,0.354948805,0.320819113,0.324232082,0.303754266,0.464163823,0.232081911,0.088737201,0.815699659,0.09556314,0.419795222,0.310580205,0.269624573,0.409556314,0.273037543,0.317406143
1,0.267326733,0.420792079,0.311881188,0.438118812,0.25990099,0.301980198,0.54950495,0.170792079,0.27970297,0.472772277,0.180693069,0.346534653,0.581683168,0.29950495,0.118811881,0.391089109,0.319306931,0.28960396,0.349009901,0.232673267,0.418316832,0.410891089,0.378712871,0.21039604,0.346534653,0.361386139,0.292079208,0.329207921,0.46039604,0.21039604,0.079207921,0.821782178,0.099009901,0.383663366,0.301980198,0.314356436,0.415841584,0.267326733,0.316831683
1,0.287401575,0.377952756,0.334645669,0.401574803,0.287401575,0.311023622,0.515748031,0.204724409,0.279527559,0.464566929,0.161417323,0.374015748,0.551181102,0.311023622,0.137795276,0.401574803,0.295275591,0.303149606,0.358267717,0.192913386,0.448818898,0.385826772,0.342519685,0.271653543,0.374015748,0.307086614,0.318897638,0.322834646,0.405511811,0.271653543,0.106299213,0.795275591,0.098425197,0.38976378,0.318897638,0.291338583,0.413385827,0.287401575,0.299212598
1,0.291139241,0.411392405,0.297468354,0.424050633,0.294303797,0.28164557,0.544303797,0.189873418,0.265822785,0.5,0.17721519,0.32278481,0.579113924,0.310126582,0.110759494,0.420886076,0.297468354,0.28164557,0.313291139,0.265822785,0.420886076,0.424050633,0.373417722,0.202531646,0.32278481,0.357594937,0.319620253,0.329113924,0.46835443,0.202531646,0.079113924,0.832278481,0.088607595,0.392405063,0.291139241,0.316455696,0.386075949,0.291139241,0.32278481
1,0.294117647,0.368983957,0.336898396,0.414438503,0.280748663,0.304812834,0.532085561,0.192513369,0.27540107,0.446524064,0.184491979,0.368983957,0.561497326,0.323529412,0.114973262,0.398395722,0.294117647,0.307486631,0.342245989,0.219251337,0.438502674,0.35026738,0.403743316,0.245989305,0.368983957,0.304812834,0.326203209,0.29144385,0.462566845,0.245989305,0.106951872,0.79144385,0.101604278,0.449197861,0.302139037,0.248663102,0.427807487,0.294117647,0.278074866
1,0.275213675,0.38974359,0.335042735,0.401709402,0.360683761,0.237606838,0.524786325,0.258119658,0.217094017,0.405128205,0.235897436,0.358974359,0.545299145,0.323076923,0.131623932,0.376068376,0.309401709,0.314529915,0.292307692,0.252991453,0.454700855,0.401709402,0.335042735,0.263247863,0.358974359,0.326495726,0.314529915,0.32991453,0.406837607,0.263247863,0.105982906,0.784615385,0.109401709,0.413675214,0.324786325,0.261538462,0.444444444,0.275213675,0.28034188
1,0.275213675,0.394871795,0.32991453,0.420512821,0.335042735,0.244444444,0.531623932,0.244444444,0.223931624,0.442735043,0.211965812,0.345299145,0.557264957,0.307692308,0.135042735,0.364102564,0.326495726,0.309401709,0.295726496,0.261538462,0.442735043,0.413675214,0.348717949,0.237606838,0.345299145,0.34017094,0.314529915,0.345299145,0.417094017,0.237606838,0.102564103,0.78974359,0.107692308,0.427350427,0.341880342,0.230769231,0.442735043,0.275213675,0.282051282
1,0.317757009,0.429906542,0.252336449,0.476635514,0.308411215,0.214953271,0.579439252,0.214953271,0.205607477,0.560747664,0.14953271,0.289719626,0.626168224,0.289719626,0.08411215,0.420560748,0.336448598,0.242990654,0.420560748,0.205607477,0.373831776,0.448598131,0.345794393,0.205607477,0.289719626,0.373831776,0.336448598,0.373831776,0.420560748,0.205607477,0.102803738,0.785046729,0.112149533,0.38317757,0.289719626,0.327102804,0.355140187,0.317757009,0.327102804
1,0.257575758,0.477272727,0.265151515,0.46969697,0.287878788,0.242424242,0.636363636,0.159090909,0.204545455,0.439393939,0.242424242,0.318181818,0.621212121,0.272727273,0.106060606,0.363636364,0.409090909,0.227272727,0.371212121,0.25,0.378787879,0.477272727,0.265151515,0.257575758,0.318181818,0.416666667,0.265151515,0.416666667,0.325757576,0.257575758,0.106060606,0.818181818,0.075757576,0.333333333,0.325757576,0.340909091,0.401515152,0.257575758,0.340909091
1,0.217573222,0.506276151,0.276150628,0.443514644,0.284518828,0.271966527,0.581589958,0.171548117,0.246861925,0.489539749,0.192468619,0.317991632,0.573221757,0.326359833,0.10041841,0.334728033,0.414225941,0.251046025,0.334728033,0.238493724,0.426778243,0.510460251,0.309623431,0.179916318,0.317991632,0.451882845,0.230125523,0.422594142,0.39748954,0.179916318,0.066945607,0.857740586,0.075313808,0.368200837,0.292887029,0.338912134,0.426778243,0.217573222,0.355648536
1,0.219827586,0.512931034,0.267241379,0.443965517,0.310344828,0.245689655,0.568965517,0.211206897,0.219827586,0.456896552,0.224137931,0.318965517,0.590517241,0.314655172,0.094827586,0.349137931,0.409482759,0.24137931,0.314655172,0.275862069,0.409482759,0.495689655,0.275862069,0.228448276,0.318965517,0.439655172,0.24137931,0.418103448,0.353448276,0.228448276,0.090517241,0.853448276,0.056034483,0.314655172,0.318965517,0.36637931,0.426724138,0.219827586,0.353448276
1,0.273504274,0.461538462,0.264957265,0.47008547,0.273504274,0.256410256,0.606837607,0.170940171,0.222222222,0.487179487,0.196581197,0.316239316,0.615384615,0.264957265,0.11965812,0.376068376,0.393162393,0.230769231,0.401709402,0.213675214,0.384615385,0.461538462,0.290598291,0.247863248,0.316239316,0.401709402,0.282051282,0.401709402,0.35042735,0.247863248,0.102564103,0.811965812,0.085470085,0.358974359,0.307692308,0.333333333,0.393162393,0.273504274,0.333333333
1,0.225,0.508333333,0.266666667,0.483333333,0.25,0.266666667,0.633333333,0.125,0.241666667,0.466666667,0.241666667,0.291666667,0.608333333,0.275,0.116666667,0.316666667,0.441666667,0.241666667,0.25,0.358333333,0.391666667,0.516666667,0.316666667,0.166666667,0.291666667,0.475,0.233333333,0.441666667,0.391666667,0.166666667,0.066666667,0.866666667,0.066666667,0.333333333,0.35,0.316666667,0.466666667,0.225,0.308333333
1,0.266666667,0.458333333,0.275,0.475,0.241666667,0.283333333,0.575,0.15,0.275,0.483333333,0.2,0.316666667,0.633333333,0.258333333,0.108333333,0.375,0.358333333,0.266666667,0.375,0.258333333,0.366666667,0.475,0.316666667,0.208333333,0.316666667,0.408333333,0.275,0.4,0.391666667,0.208333333,0.1,0.816666667,0.083333333,0.325,0.291666667,0.383333333,0.416666667,0.266666667,0.316666667
1,0.275862069,0.448275862,0.275862069,0.465517241,0.284482759,0.25,0.594827586,0.172413793,0.232758621,0.482758621,0.206896552,0.310344828,0.603448276,0.267241379,0.129310345,0.370689655,0.370689655,0.25862069,0.353448276,0.25,0.396551724,0.482758621,0.293103448,0.224137931,0.310344828,0.396551724,0.293103448,0.422413793,0.353448276,0.224137931,0.094827586,0.818965517,0.086206897,0.344827586,0.336206897,0.318965517,0.405172414,0.275862069,0.318965517
